n_actions,x1,x2,x3,x4,rew
9,-0.03983322320536922,-0.3256325134049267,0.03257691873625959,0.4871167537228078,1.0

9,-0.04634587347346776,-0.6187520168605973,0.042319253810715746,0.9361386436441215,1.0

9,-0.058720913810679704,-0.8388054170630312,0.06104202668359818,1.278361361880733,1.0

9,-0.07549702215194033,-1.1321844523739641,0.08660925392121284,1.7355455061408014,1.0

9,-0.09814071119941961,-1.4256883922919297,0.12132016404402887,2.199582531042803,1.0

9,-0.1266544790452582,-1.7192083943699408,0.16531181466488493,2.672207052919539,1.0

9,-0.16103864693265701,-2.012491636698619,0.21875595572327572,3.154515072225666,0.0

9,0.03037558235349794,-0.26811423497791387,0.038581816408582104,0.38948794880765686,1.0

9,0.025013297653939663,-0.5613123049244787,0.04637157538473524,0.8402980030015352,1.0

9,0.013787051555450089,-0.8545812720253015,0.06317753544476595,1.2933569288537383,1.0

9,-0.0033045738850559416,-1.0748298420959999,0.08904467402184071,1.641632519673082,1.0

9,-0.024801170726975942,-1.2952509756179647,0.12187732441530236,1.9970988564048051,1.0

9,-0.05070619023933524,-1.5888739201549387,0.16181930154339846,2.4700094866432747,1.0

9,-0.082483668642434,-1.809288921717351,0.21121949127626397,2.84368018890378,0.0

9,0.020715530697840802,-0.3014063711596503,0.03737457571877053,0.43962356285179044,1.0

9,0.014687403274647796,-0.5214245504480124,0.04616704697580634,0.7804059251454378,1.0

9,0.0042589122656875485,-0.74153618313147,0.0617751654787151,1.123789868546072,1.0

9,-0.010571811396941851,-0.9617945824454351,0.08425096284963654,1.471697609540956,1.0

9,-0.029807703045850554,-1.1822173195564298,0.11368491504045566,1.8258994414658603,1.0

9,-0.05345204943697915,-1.475871160406392,0.15020290386977286,2.296888239336438,1.0

9,-0.08296947264510698,-1.696373761618303,0.19614066865650162,2.667911889590012,1.0

9,-0.11689694787747304,-1.9896297541427592,0.24949890644830186,3.1566578712164794,0.0

9,-0.04628255361298049,-0.309424703458731,0.0034430047947936124,0.4682719375235122,1.0

9,-0.05247104768215511,-0.6021560171531317,0.012808443545263856,0.908378546887791,1.0

9,-0.06451416802521774,-0.8950087896238579,0.030976014483019676,1.351387252285232,1.0

9,-0.0824143438176949,-1.1148943278641081,0.058003759528724316,1.690162826900007,1.0

9,-0.10471223037497707,-1.4081735664290667,0.09180701606672445,2.146385397323984,1.0

9,-0.1328757017035584,-1.7015732594168496,0.13473472401320413,2.6115849060425944,1.0

